day_of_week,hour,active_orders,occupied_tables,estimated_occupancy,kitchen_load,bar_load,avg_preparation_time,orders_last_30_min,order_age_minutes,item_count,traffic_level,recommended_waiters,recommended_kitchen_staff,recommended_bar_staff,delay_risk
1,23,0,3,24,0,0,13,1,32,5,SCAZUT,1,1,1,SCAZUT
2,17,0,1,10,0,0,9,5,11,4,SCAZUT,1,1,1,SCAZUT
4,17,1,1,26,0,0,16,1,31,5,SCAZUT,1,1,1,SCAZUT
5,14,0,0,18,0,0,30,2,0,3,SCAZUT,1,1,1,SCAZUT
5,8,0,1,6,0,0,15,2,8,3,SCAZUT,1,1,1,SCAZUT
5,22,2,1,27,2,1,9,0,8,2,SCAZUT,1,1,1,SCAZUT
3,18,6,5,55,4,7,9,8,22,4,MEDIU,2,2,1,SCAZUT
6,22,3,2,17,2,2,12,4,4,1,SCAZUT,1,1,1,SCAZUT
5,13,3,0,20,3,2,13,2,37,4,SCAZUT,1,1,1,SCAZUT
0,8,1,2,7,1,0,26,4,5,4,SCAZUT,1,1,1,SCAZUT
0,21,3,7,33,3,3,21,10,25,8,MEDIU,2,2,1,MEDIU
6,9,1,3,9,1,1,19,0,23,1,SCAZUT,1,1,1,SCAZUT
2,17,5,8,32,8,3,14,12,19,4,MEDIU,3,2,1,MEDIU
5,15,2,0,14,2,1,14,5,8,3,SCAZUT,1,1,1,SCAZUT
3,12,9,7,83,9,9,29,14,8,6,RIDICAT,4,3,3,RIDICAT
5,18,1,0,26,1,0,9,4,34,8,SCAZUT,1,1,1,MEDIU
4,11,4,8,45,6,3,29,9,38,7,MEDIU,3,2,1,RIDICAT
2,15,7,5,45,10,8,17,7,29,3,MEDIU,2,3,2,RIDICAT
2,9,1,1,12,1,1,9,2,15,2,SCAZUT,1,1,1,SCAZUT
0,19,6,3,53,6,4,20,9,36,5,MEDIU,2,2,1,MEDIU
3,18,14,11,82,20,15,28,23,21,4,RIDICAT,5,4,3,RIDICAT
2,15,5,7,60,5,5,27,9,32,7,MEDIU,2,2,1,RIDICAT
6,10,1,2,9,0,0,8,0,34,1,SCAZUT,1,1,1,SCAZUT
4,18,7,3,51,10,6,18,7,23,7,MEDIU,2,3,1,MEDIU
3,17,4,3,45,4,4,12,5,15,6,MEDIU,2,2,1,MEDIU
6,11,1,3,8,0,0,16,2,34,4,SCAZUT,1,1,1,SCAZUT
1,13,3,5,50,2,3,22,9,36,7,MEDIU,2,2,1,MEDIU
1,22,0,0,5,0,0,23,4,33,6,SCAZUT,1,1,1,MEDIU
1,12,3,5,65,2,3,16,12,20,3,MEDIU,2,2,1,SCAZUT
1,19,8,4,57,12,4,29,13,31,1,MEDIU,3,3,1,RIDICAT
0,23,1,0,27,1,0,12,4,14,8,SCAZUT,1,1,1,SCAZUT
3,22,7,6,55,8,3,8,10,7,5,MEDIU,2,2,1,SCAZUT
0,9,1,3,22,0,1,18,0,33,1,SCAZUT,1,1,1,SCAZUT
0,8,3,1,28,2,1,22,1,12,2,SCAZUT,1,1,1,SCAZUT
3,8,1,0,29,1,0,28,1,5,8,SCAZUT,1,1,1,SCAZUT
1,9,0,1,17,0,0,24,4,25,3,SCAZUT,1,1,1,SCAZUT
5,8,3,1,16,4,3,19,1,13,4,SCAZUT,1,1,1,SCAZUT
1,13,8,8,58,11,4,24,8,38,3,MEDIU,4,3,1,RIDICAT
0,17,3,1,30,3,1,21,2,5,6,SCAZUT,1,1,1,SCAZUT
0,23,0,0,22,0,0,27,3,31,2,SCAZUT,1,1,1,MEDIU
6,13,3,0,8,3,1,11,0,22,4,SCAZUT,1,1,1,SCAZUT
4,13,3,3,27,3,1,20,2,30,4,SCAZUT,1,1,1,SCAZUT
2,22,4,4,43,6,4,12,8,10,1,MEDIU,2,2,1,SCAZUT
5,11,2,1,16,3,2,26,4,9,3,SCAZUT,1,1,1,SCAZUT
1,19,3,6,41,5,2,19,14,3,7,MEDIU,2,2,1,SCAZUT
1,23,0,0,22,0,0,23,0,17,2,SCAZUT,1,1,1,SCAZUT
6,15,3,2,12,4,3,28,4,35,6,SCAZUT,1,1,1,MEDIU
1,8,1,3,10,1,0,17,3,25,4,SCAZUT,1,1,1,SCAZUT
4,23,3,0,15,3,2,19,5,20,5,SCAZUT,1,1,1,SCAZUT
4,10,0,2,7,0,0,10,3,36,6,SCAZUT,1,1,1,MEDIU
2,21,3,7,35,4,2,14,14,37,6,MEDIU,2,2,1,MEDIU
3,23,1,0,20,1,0,13,0,27,3,SCAZUT,1,1,1,SCAZUT
5,8,3,0,9,4,1,10,5,12,4,SCAZUT,1,1,1,SCAZUT
6,21,3,3,17,3,2,14,0,4,3,SCAZUT,1,1,1,SCAZUT
3,23,4,3,41,4,2,8,7,29,6,MEDIU,2,2,1,MEDIU
5,23,2,1,25,3,1,30,1,19,4,SCAZUT,1,1,1,SCAZUT
0,10,5,5,42,8,4,26,5,40,6,MEDIU,2,2,1,RIDICAT
1,15,1,0,10,1,0,8,0,22,8,SCAZUT,1,1,1,SCAZUT
6,20,2,3,30,2,1,8,2,8,7,SCAZUT,1,1,1,SCAZUT
4,22,2,2,22,2,1,17,5,36,8,SCAZUT,1,1,1,MEDIU
4,22,0,3,11,0,0,9,3,16,6,SCAZUT,1,1,1,SCAZUT
0,8,1,2,15,0,0,26,5,24,5,SCAZUT,1,1,1,SCAZUT
4,21,3,3,7,4,2,19,0,8,7,SCAZUT,1,1,1,SCAZUT
1,18,3,8,53,3,1,19,14,22,2,MEDIU,3,2,1,SCAZUT
1,13,6,8,43,6,7,18,11,39,5,MEDIU,3,2,1,MEDIU
4,18,5,5,56,5,5,16,11,18,4,MEDIU,2,2,1,MEDIU
2,16,2,0,17,3,1,27,4,15,5,SCAZUT,1,1,1,SCAZUT
2,22,4,7,47,4,3,29,11,35,3,MEDIU,2,2,1,MEDIU
1,15,2,3,9,2,1,14,4,36,5,SCAZUT,1,1,1,SCAZUT
0,15,0,0,29,0,0,13,4,7,8,SCAZUT,1,1,1,SCAZUT
6,9,2,2,21,1,1,21,2,23,6,SCAZUT,1,1,1,SCAZUT
3,12,3,4,30,3,2,17,5,24,2,MEDIU,2,2,1,SCAZUT
1,15,0,1,28,0,0,14,2,29,6,SCAZUT,1,1,1,MEDIU
6,20,3,1,15,3,2,23,4,0,7,SCAZUT,1,1,1,SCAZUT
6,10,0,2,27,0,0,30,2,20,7,SCAZUT,1,1,1,MEDIU
3,15,0,1,22,0,0,17,4,11,4,SCAZUT,1,1,1,SCAZUT
6,21,1,0,12,1,0,16,1,26,4,SCAZUT,1,1,1,SCAZUT
5,11,2,1,26,2,1,30,3,25,1,SCAZUT,1,1,1,MEDIU
0,18,7,5,54,11,3,28,14,5,8,MEDIU,2,3,1,MEDIU
3,17,3,2,11,3,3,9,0,9,4,SCAZUT,1,1,1,SCAZUT
4,19,1,1,22,1,0,18,4,11,8,SCAZUT,1,1,1,SCAZUT
6,18,1,1,9,1,0,15,4,0,3,SCAZUT,1,1,1,SCAZUT
0,12,6,7,36,5,2,8,8,14,4,MEDIU,2,2,1,SCAZUT
2,21,15,7,72,24,15,19,22,0,8,RIDICAT,4,4,3,RIDICAT
6,21,3,2,29,3,2,13,2,17,6,SCAZUT,1,1,1,SCAZUT
1,9,1,1,28,1,0,23,4,10,4,SCAZUT,1,1,1,SCAZUT
0,14,8,4,32,10,6,26,7,1,2,MEDIU,3,3,1,MEDIU
3,13,8,4,48,12,3,21,5,16,8,MEDIU,3,3,1,RIDICAT
5,11,8,8,61,12,5,27,10,38,3,MEDIU,4,3,1,RIDICAT
2,9,5,8,64,6,5,12,8,30,3,MEDIU,3,2,1,MEDIU
2,10,4,5,32,6,2,20,14,34,5,MEDIU,2,2,1,MEDIU
5,16,1,3,12,0,0,10,5,11,2,SCAZUT,1,1,1,SCAZUT
1,10,0,0,21,0,0,30,3,22,7,SCAZUT,1,1,1,MEDIU
6,9,3,0,20,4,3,15,2,38,3,SCAZUT,1,1,1,SCAZUT
2,11,13,8,85,20,13,23,23,6,3,RIDICAT,5,4,3,MEDIU
1,12,6,8,46,5,4,13,8,1,6,MEDIU,3,2,1,MEDIU
6,17,1,0,17,1,0,16,1,37,7,SCAZUT,1,1,1,MEDIU
6,14,0,1,11,0,0,8,2,19,8,SCAZUT,1,1,1,SCAZUT
4,18,2,3,5,1,1,29,1,24,6,SCAZUT,1,1,1,MEDIU
0,18,8,6,61,10,8,20,9,27,4,MEDIU,3,3,2,RIDICAT
1,18,4,5,41,6,3,13,12,10,6,MEDIU,2,2,1,MEDIU
4,12,3,0,17,3,1,27,2,8,1,SCAZUT,1,1,1,SCAZUT
5,19,1,2,8,1,1,21,0,13,1,SCAZUT,1,1,1,SCAZUT
1,18,8,8,55,9,6,12,8,26,3,MEDIU,4,2,1,MEDIU
6,17,0,3,17,0,0,24,0,1,6,SCAZUT,1,1,1,SCAZUT
0,14,8,3,44,11,3,16,13,36,4,MEDIU,3,3,1,RIDICAT
5,13,0,1,9,0,0,10,0,23,5,SCAZUT,1,1,1,SCAZUT
4,11,7,4,57,8,5,20,13,19,1,MEDIU,2,2,1,MEDIU
0,11,5,7,64,5,5,12,5,0,1,MEDIU,2,2,1,SCAZUT
6,20,3,3,25,3,3,24,4,20,7,SCAZUT,1,1,1,SCAZUT
5,20,3,2,29,2,2,12,5,13,5,SCAZUT,1,1,1,SCAZUT
5,13,1,3,30,0,0,8,1,19,2,SCAZUT,1,1,1,SCAZUT
0,17,2,1,30,2,1,24,0,36,2,SCAZUT,1,1,1,SCAZUT
0,23,1,3,23,1,0,26,4,33,2,SCAZUT,1,1,1,MEDIU
5,13,0,0,6,0,0,8,1,10,1,SCAZUT,1,1,1,SCAZUT
0,8,1,1,22,0,0,11,2,0,6,SCAZUT,1,1,1,SCAZUT
5,9,1,2,12,1,0,8,4,22,3,SCAZUT,1,1,1,SCAZUT
3,13,3,6,55,4,1,22,13,27,4,MEDIU,2,2,1,SCAZUT
6,15,1,3,26,0,0,10,1,32,6,SCAZUT,1,1,1,MEDIU
5,11,4,6,59,4,3,11,6,0,2,MEDIU,2,2,1,SCAZUT
1,12,4,4,39,5,4,15,6,22,3,MEDIU,2,2,1,MEDIU
3,10,5,8,31,8,3,20,11,6,1,MEDIU,3,2,1,SCAZUT
3,19,3,8,64,2,2,16,13,15,2,MEDIU,3,2,1,SCAZUT
4,12,7,6,56,8,5,11,6,22,7,MEDIU,2,2,1,MEDIU
4,15,2,3,10,2,2,12,5,25,7,SCAZUT,1,1,1,MEDIU
2,20,10,11,87,15,5,22,21,13,5,RIDICAT,5,4,2,MEDIU
4,13,5,4,47,6,2,22,11,19,3,MEDIU,2,2,1,MEDIU
4,8,2,3,9,2,1,17,4,4,8,SCAZUT,1,1,1,SCAZUT
4,20,3,7,30,4,2,29,13,31,5,MEDIU,2,2,1,MEDIU
4,19,6,5,34,5,5,24,13,19,2,MEDIU,2,2,1,MEDIU
3,22,5,6,63,4,4,25,10,34,2,MEDIU,2,2,1,MEDIU
3,17,2,2,15,3,1,28,0,32,7,SCAZUT,1,1,1,MEDIU
0,18,3,3,40,2,2,20,11,25,5,MEDIU,2,2,1,SCAZUT
4,9,1,2,22,1,0,15,2,0,4,SCAZUT,1,1,1,SCAZUT
6,9,3,2,26,3,2,23,4,16,2,SCAZUT,1,1,1,SCAZUT
4,19,4,3,39,6,4,9,12,0,4,MEDIU,2,2,1,SCAZUT
0,19,8,6,36,12,8,19,14,13,1,MEDIU,3,3,2,MEDIU
2,20,3,7,46,2,2,25,14,18,7,MEDIU,2,2,1,MEDIU
3,9,8,3,37,9,5,28,13,2,1,MEDIU,3,2,1,MEDIU
0,14,5,8,37,5,5,17,5,16,3,MEDIU,3,2,1,MEDIU
4,9,3,2,26,4,2,20,2,23,3,SCAZUT,1,1,1,SCAZUT
2,9,4,4,37,6,3,21,10,30,3,MEDIU,2,2,1,MEDIU
2,21,4,4,37,3,2,28,14,18,8,MEDIU,2,2,1,MEDIU
6,8,3,2,20,3,1,18,3,23,4,SCAZUT,1,1,1,SCAZUT
4,21,4,3,44,4,1,10,13,8,5,MEDIU,2,2,1,SCAZUT
2,19,3,4,33,4,2,29,5,11,2,MEDIU,2,2,1,SCAZUT
6,10,1,1,25,1,0,16,3,34,4,SCAZUT,1,1,1,SCAZUT
4,19,8,8,50,8,4,29,13,19,3,MEDIU,4,2,1,MEDIU
5,19,2,0,17,3,1,19,0,39,2,SCAZUT,1,1,1,SCAZUT
3,10,2,0,21,1,1,10,5,16,8,SCAZUT,1,1,1,SCAZUT
3,17,6,4,53,6,3,22,8,33,5,MEDIU,2,2,1,MEDIU
0,22,2,2,27,2,1,27,4,13,1,SCAZUT,1,1,1,SCAZUT
2,15,7,7,31,6,5,21,8,5,2,MEDIU,2,2,1,SCAZUT
5,14,1,3,6,1,0,13,4,35,2,SCAZUT,1,1,1,SCAZUT
2,13,15,8,65,23,11,18,16,4,6,RIDICAT,5,4,3,RIDICAT
1,11,8,5,56,12,4,18,10,14,8,MEDIU,3,3,1,MEDIU
6,9,0,2,18,0,0,20,5,31,2,SCAZUT,1,1,1,SCAZUT
5,23,3,1,23,3,1,17,3,14,4,SCAZUT,1,1,1,SCAZUT
6,20,2,3,25,2,2,9,3,39,1,SCAZUT,1,1,1,SCAZUT
5,9,0,2,20,0,0,15,1,21,3,SCAZUT,1,1,1,SCAZUT
0,10,8,7,48,7,5,16,9,32,5,MEDIU,3,2,1,MEDIU
4,22,3,1,22,4,3,18,2,40,6,SCAZUT,1,1,1,MEDIU
6,12,0,1,9,0,0,25,0,38,2,SCAZUT,1,1,1,MEDIU
6,12,1,3,7,0,0,26,3,33,5,SCAZUT,1,1,1,MEDIU
2,18,5,4,57,7,2,20,12,33,2,MEDIU,2,2,1,MEDIU
0,13,8,3,43,10,8,25,13,7,2,MEDIU,3,3,2,RIDICAT
4,15,0,2,15,0,0,27,4,36,3,SCAZUT,1,1,1,MEDIU
6,11,6,7,33,6,5,21,10,27,4,MEDIU,2,2,1,MEDIU
1,19,2,0,29,2,1,29,5,20,4,SCAZUT,1,1,1,SCAZUT
1,20,0,0,23,0,0,15,1,34,3,SCAZUT,1,1,1,SCAZUT
6,23,1,2,16,1,0,26,0,3,6,SCAZUT,1,1,1,SCAZUT
6,11,0,2,15,0,0,30,0,29,4,SCAZUT,1,1,1,MEDIU
3,10,8,7,61,9,5,22,8,5,4,MEDIU,3,2,1,MEDIU
5,19,1,1,16,1,0,8,1,40,6,SCAZUT,1,1,1,MEDIU
4,18,3,5,48,4,1,18,12,24,7,MEDIU,2,2,1,SCAZUT
1,23,2,2,30,1,1,20,0,39,1,SCAZUT,1,1,1,SCAZUT
5,12,3,3,10,2,1,27,3,26,7,SCAZUT,1,1,1,MEDIU
3,8,1,2,10,0,1,16,4,4,7,SCAZUT,1,1,1,SCAZUT
0,9,3,2,25,3,3,28,1,19,7,SCAZUT,1,1,1,MEDIU
6,16,2,0,6,2,1,12,1,31,4,SCAZUT,1,1,1,SCAZUT
0,16,3,3,11,2,3,11,3,16,5,SCAZUT,1,1,1,SCAZUT
5,16,0,1,23,0,0,26,2,26,1,SCAZUT,1,1,1,MEDIU
3,23,5,8,30,4,4,16,14,39,8,MEDIU,3,2,1,MEDIU
6,16,2,0,27,3,2,25,1,29,3,SCAZUT,1,1,1,MEDIU
6,23,3,2,11,4,2,25,0,35,2,SCAZUT,1,1,1,MEDIU
6,11,5,8,32,5,2,24,8,33,2,MEDIU,3,2,1,MEDIU
4,23,3,3,25,3,2,15,5,13,7,SCAZUT,1,1,1,SCAZUT
2,23,3,5,36,4,2,27,8,7,6,MEDIU,2,2,1,SCAZUT
1,21,1,1,17,1,1,9,1,16,2,SCAZUT,1,1,1,SCAZUT
5,13,0,0,28,0,0,8,5,17,5,SCAZUT,1,1,1,SCAZUT
0,8,3,2,8,2,1,15,4,35,2,SCAZUT,1,1,1,SCAZUT
0,23,0,1,9,0,0,26,2,35,8,SCAZUT,1,1,1,MEDIU
1,20,7,6,43,6,3,23,7,19,3,MEDIU,2,2,1,MEDIU
1,17,2,1,10,1,1,27,3,3,1,SCAZUT,1,1,1,SCAZUT
1,17,7,6,36,6,5,12,11,34,7,MEDIU,2,2,1,MEDIU
3,13,4,3,32,4,4,20,14,26,3,MEDIU,2,2,1,MEDIU
0,19,6,7,31,6,4,18,5,1,1,MEDIU,2,2,1,SCAZUT
0,23,1,2,30,1,0,22,4,13,8,SCAZUT,1,1,1,SCAZUT
0,14,8,6,40,7,4,20,7,36,1,MEDIU,3,2,1,MEDIU
5,23,3,3,9,2,3,16,1,20,5,SCAZUT,1,1,1,SCAZUT
5,21,3,0,23,3,3,10,1,30,1,SCAZUT,1,1,1,SCAZUT
3,16,4,6,33,6,4,17,7,8,3,MEDIU,2,2,1,SCAZUT
2,12,8,6,30,8,4,26,7,17,2,MEDIU,3,2,1,MEDIU
1,8,2,3,30,3,1,8,3,13,3,SCAZUT,1,1,1,SCAZUT
3,19,3,4,38,3,2,27,12,19,1,MEDIU,2,2,1,SCAZUT
5,12,2,2,23,2,1,12,4,6,2,SCAZUT,1,1,1,SCAZUT
4,11,7,7,35,10,5,20,7,18,7,MEDIU,2,3,1,MEDIU
2,23,7,8,56,6,4,9,7,0,5,MEDIU,3,2,1,SCAZUT
2,22,3,7,44,4,2,10,12,36,2,MEDIU,2,2,1,SCAZUT
4,9,2,1,7,2,0,26,3,33,4,SCAZUT,1,1,1,MEDIU
3,12,5,4,47,5,3,22,13,2,3,MEDIU,2,2,1,SCAZUT
0,15,5,5,57,4,5,13,7,4,3,MEDIU,2,2,1,SCAZUT
1,23,0,2,15,0,0,8,0,3,1,SCAZUT,1,1,1,SCAZUT
0,20,5,8,55,5,2,8,12,0,2,MEDIU,3,2,1,SCAZUT
0,16,3,0,5,4,3,20,4,36,3,SCAZUT,1,1,1,SCAZUT
6,15,3,1,19,4,2,26,5,29,1,SCAZUT,1,1,1,MEDIU
3,8,2,0,22,2,1,15,3,2,1,SCAZUT,1,1,1,SCAZUT
0,16,1,3,8,1,0,22,0,5,2,SCAZUT,1,1,1,SCAZUT
4,10,0,2,27,0,0,26,2,19,3,SCAZUT,1,1,1,SCAZUT
0,14,8,3,34,7,8,16,10,26,7,MEDIU,3,2,2,RIDICAT
0,22,3,2,14,4,1,20,4,27,8,SCAZUT,1,1,1,MEDIU
1,9,0,1,13,0,0,30,5,34,2,SCAZUT,1,1,1,MEDIU
5,12,1,3,24,1,0,20,2,9,1,SCAZUT,1,1,1,SCAZUT
4,19,3,2,27,4,2,19,2,40,4,SCAZUT,1,1,1,SCAZUT
3,17,4,5,59,3,1,27,5,6,3,MEDIU,2,2,1,SCAZUT
4,18,0,3,7,0,0,18,5,22,1,SCAZUT,1,1,1,SCAZUT
2,20,3,3,59,2,1,21,14,26,1,MEDIU,2,2,1,SCAZUT
0,10,1,1,19,0,0,13,0,12,3,SCAZUT,1,1,1,SCAZUT
4,21,2,0,9,2,1,25,0,23,1,SCAZUT,1,1,1,SCAZUT
3,21,13,8,81,14,5,17,16,11,3,RIDICAT,5,4,2,MEDIU
3,21,8,5,54,7,3,15,5,0,6,MEDIU,3,2,1,MEDIU
3,14,15,8,81,16,17,10,15,31,7,RIDICAT,5,4,3,RIDICAT
4,13,5,3,38,7,2,22,12,0,7,MEDIU,2,2,1,MEDIU
6,21,2,3,9,2,0,27,1,28,7,SCAZUT,1,1,1,MEDIU
6,22,2,3,19,2,1,28,0,13,6,SCAZUT,1,1,1,SCAZUT
0,9,0,2,21,0,0,12,4,8,4,SCAZUT,1,1,1,SCAZUT
2,16,5,3,49,7,5,25,11,9,2,MEDIU,2,2,1,MEDIU
1,10,3,2,24,4,1,16,5,36,3,SCAZUT,1,1,1,SCAZUT
0,20,5,8,35,4,4,23,6,12,2,MEDIU,3,2,1,SCAZUT
4,12,4,3,57,4,2,26,8,18,3,MEDIU,2,2,1,MEDIU
5,10,3,0,17,3,3,19,3,6,2,SCAZUT,1,1,1,SCAZUT
0,13,4,5,49,5,2,13,8,15,1,MEDIU,2,2,1,MEDIU
0,20,2,3,5,2,0,28,1,32,7,SCAZUT,1,1,1,MEDIU
0,9,1,0,27,0,0,26,1,39,1,SCAZUT,1,1,1,MEDIU
0,10,0,0,11,0,0,11,2,15,2,SCAZUT,1,1,1,SCAZUT
6,23,3,3,6,2,2,20,5,9,6,SCAZUT,1,1,1,SCAZUT
5,9,0,2,25,0,0,19,3,0,2,SCAZUT,1,1,1,SCAZUT
0,14,5,4,51,4,2,23,13,10,8,MEDIU,2,2,1,SCAZUT
4,8,1,3,24,1,0,21,0,6,7,SCAZUT,1,1,1,SCAZUT
0,11,4,4,42,6,3,20,14,16,8,MEDIU,2,2,1,MEDIU
3,11,6,5,44,7,4,11,5,0,3,MEDIU,2,2,1,SCAZUT
6,17,2,2,19,1,1,16,4,18,4,SCAZUT,1,1,1,SCAZUT
6,12,3,1,10,3,1,20,0,38,7,SCAZUT,1,1,1,MEDIU
4,19,5,6,60,5,3,29,5,22,2,MEDIU,2,2,1,MEDIU
3,11,7,5,39,7,6,21,6,19,3,MEDIU,2,2,1,MEDIU
3,10,3,0,11,3,3,28,1,33,5,SCAZUT,1,1,1,MEDIU
6,13,1,0,24,1,0,17,4,34,5,SCAZUT,1,1,1,SCAZUT
4,10,0,0,14,0,0,10,0,0,6,SCAZUT,1,1,1,SCAZUT
6,15,1,0,16,1,0,30,0,35,7,SCAZUT,1,1,1,MEDIU
5,17,1,1,26,1,0,25,4,5,2,SCAZUT,1,1,1,SCAZUT
0,18,0,2,20,0,0,23,3,32,7,SCAZUT,1,1,1,MEDIU
6,11,3,1,22,3,3,11,2,8,2,SCAZUT,1,1,1,SCAZUT
3,23,0,1,12,0,0,24,4,6,6,SCAZUT,1,1,1,SCAZUT
2,16,6,8,32,7,3,20,14,1,3,MEDIU,3,2,1,SCAZUT
2,17,8,5,47,11,6,9,11,22,2,MEDIU,3,3,1,MEDIU
3,11,6,4,33,7,4,16,13,30,4,MEDIU,2,2,1,MEDIU
3,9,0,3,15,0,0,13,2,28,5,SCAZUT,1,1,1,SCAZUT
6,10,2,3,26,2,1,13,1,21,5,SCAZUT,1,1,1,SCAZUT
6,20,1,3,10,1,0,9,4,28,7,SCAZUT,1,1,1,MEDIU
3,16,3,6,54,2,3,30,8,13,6,MEDIU,2,2,1,SCAZUT
1,20,6,8,38,8,3,24,10,27,8,MEDIU,3,2,1,MEDIU
4,9,0,2,21,0,0,15,4,11,1,SCAZUT,1,1,1,SCAZUT
5,18,1,2,5,1,0,27,2,9,8,SCAZUT,1,1,1,SCAZUT
1,21,2,3,18,2,1,29,2,20,7,SCAZUT,1,1,1,MEDIU
3,9,7,7,59,10,4,13,12,27,2,MEDIU,2,3,1,MEDIU
4,8,2,1,10,1,1,12,3,29,4,SCAZUT,1,1,1,SCAZUT
1,9,1,1,20,0,0,22,0,23,8,SCAZUT,1,1,1,SCAZUT
3,11,9,10,75,13,4,25,12,23,2,RIDICAT,5,4,2,RIDICAT
2,16,7,7,44,7,8,21,5,37,1,MEDIU,2,2,2,MEDIU
1,13,3,4,56,4,1,16,14,11,7,MEDIU,2,2,1,SCAZUT
2,23,0,3,22,0,0,8,0,13,2,SCAZUT,1,1,1,SCAZUT
3,14,8,9,65,8,4,13,12,26,8,RIDICAT,5,3,2,RIDICAT
1,16,3,1,8,2,1,22,3,27,4,SCAZUT,1,1,1,SCAZUT
4,8,0,3,29,0,0,19,2,39,6,SCAZUT,1,1,1,MEDIU
0,15,1,3,27,1,0,25,1,5,3,SCAZUT,1,1,1,SCAZUT
4,11,4,5,33,6,3,21,9,3,3,MEDIU,2,2,1,SCAZUT
6,21,3,3,25,4,2,13,2,35,5,SCAZUT,1,1,1,SCAZUT
2,14,12,11,88,14,4,25,12,27,5,RIDICAT,5,4,2,RIDICAT
6,8,3,2,29,4,1,9,3,34,1,SCAZUT,1,1,1,SCAZUT
5,11,0,1,10,0,0,17,0,15,1,SCAZUT,1,1,1,SCAZUT
2,16,1,1,10,1,0,13,2,0,3,SCAZUT,1,1,1,SCAZUT
1,19,0,1,30,0,0,19,2,3,2,SCAZUT,1,1,1,SCAZUT
4,15,2,2,30,2,0,20,5,37,5,SCAZUT,1,1,1,SCAZUT
5,14,1,1,10,1,0,13,2,37,7,SCAZUT,1,1,1,MEDIU
1,8,2,1,8,3,2,16,1,5,3,SCAZUT,1,1,1,SCAZUT
4,9,2,3,15,2,1,9,4,7,3,SCAZUT,1,1,1,SCAZUT
1,23,1,0,20,1,0,13,3,4,1,SCAZUT,1,1,1,SCAZUT
3,13,9,11,78,9,10,11,19,37,3,RIDICAT,5,3,3,RIDICAT
1,20,3,8,44,3,1,20,6,8,7,MEDIU,3,2,1,SCAZUT
6,16,2,1,26,2,1,20,4,6,3,SCAZUT,1,1,1,SCAZUT
5,8,0,3,30,0,0,13,1,34,5,SCAZUT,1,1,1,SCAZUT
2,12,8,8,75,7,5,15,23,21,6,RIDICAT,5,3,2,MEDIU
0,18,2,1,28,1,1,17,1,15,1,SCAZUT,1,1,1,SCAZUT
4,22,3,1,13,4,1,30,3,16,3,SCAZUT,1,1,1,SCAZUT
1,10,2,2,27,3,1,8,4,19,8,SCAZUT,1,1,1,SCAZUT
3,9,6,8,54,5,3,15,14,10,7,MEDIU,3,2,1,MEDIU
2,11,8,8,86,11,7,21,19,17,1,RIDICAT,5,4,2,MEDIU
4,18,8,7,63,12,6,18,8,27,8,MEDIU,3,3,1,RIDICAT
1,20,3,8,62,3,1,26,9,10,6,MEDIU,3,2,1,SCAZUT
2,14,13,7,90,16,6,19,14,0,2,RIDICAT,4,4,2,MEDIU
4,13,8,8,55,11,9,22,7,11,7,MEDIU,4,3,2,RIDICAT
1,16,0,0,10,0,0,17,1,36,3,SCAZUT,1,1,1,SCAZUT
4,8,3,3,10,3,1,20,5,0,5,SCAZUT,1,1,1,SCAZUT
6,18,2,3,11,1,2,28,1,2,1,SCAZUT,1,1,1,SCAZUT
5,15,0,0,23,0,0,25,1,39,3,SCAZUT,1,1,1,MEDIU
1,13,6,3,35,5,6,30,14,2,7,MEDIU,2,2,1,MEDIU
0,12,6,8,32,6,4,29,10,26,1,MEDIU,3,2,1,MEDIU
3,21,6,5,43,8,4,8,13,36,6,MEDIU,2,2,1,MEDIU
1,22,1,2,18,1,0,12,0,14,2,SCAZUT,1,1,1,SCAZUT
1,14,3,3,46,4,3,17,9,8,4,MEDIU,2,2,1,SCAZUT
5,11,5,5,48,8,2,13,6,29,8,MEDIU,2,2,1,MEDIU
5,20,3,3,29,3,2,16,0,38,5,SCAZUT,1,1,1,SCAZUT
1,9,3,0,20,4,1,25,2,28,1,SCAZUT,1,1,1,MEDIU
0,23,1,2,27,0,0,25,1,14,8,SCAZUT,1,1,1,SCAZUT
2,16,3,6,40,3,2,18,8,12,7,MEDIU,2,2,1,SCAZUT
4,16,0,1,16,0,0,15,2,24,3,SCAZUT,1,1,1,SCAZUT
3,9,3,1,11,3,2,10,4,0,1,SCAZUT,1,1,1,SCAZUT
4,18,2,2,20,3,1,20,5,17,4,SCAZUT,1,1,1,SCAZUT
2,8,1,3,22,1,0,17,0,31,7,SCAZUT,1,1,1,MEDIU
5,11,1,3,21,1,0,9,4,25,7,SCAZUT,1,1,1,MEDIU
0,22,3,2,18,2,3,15,3,25,2,SCAZUT,1,1,1,SCAZUT
2,17,2,0,6,2,2,13,1,36,2,SCAZUT,1,1,1,SCAZUT
0,17,0,3,25,0,0,15,4,23,7,SCAZUT,1,1,1,SCAZUT
6,21,2,0,12,2,1,21,5,37,4,SCAZUT,1,1,1,SCAZUT
1,8,3,3,26,2,2,30,1,7,3,SCAZUT,1,1,1,SCAZUT
1,13,6,6,47,8,6,22,6,32,7,MEDIU,2,2,1,MEDIU
